title_y,num_correct,num_incorrect,accuracy,accuracy_group,installation_id,game_session_y
Bird Measurer (Assessment),1,1,0.5,2,467b7f27,b20e11864f48ca5e
Chest Sorter (Assessment),1,4,0.2,1,467b7f27,c4e3406dc47ec22b
Mushroom Sorter (Assessment),1,0,1.0,3,4685f636,1ff86479ff454154
Mushroom Sorter (Assessment),1,0,1.0,3,4696a3f5,204609cb94acce2f
Cart Balancer (Assessment),1,0,1.0,3,469855bf,e18c743f4db7660e
Cart Balancer (Assessment),1,0,1.0,3,46d3e867,c9573d23fc32fa65
Bird Measurer (Assessment),0,4,0.0,0,46dad333,18a4bbcacb16fb86
Mushroom Sorter (Assessment),1,0,1.0,3,46dad333,c7e8c7b553d44e21
Cart Balancer (Assessment),1,1,0.5,2,46ff1c39,d2510d6d480f709b
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,4708c14f,1a47b01848230beb
Mushroom Sorter (Assessment),1,9,0.1,1,47136c04,f4f16c61eaed8f19
Mushroom Sorter (Assessment),1,1,0.5,2,47143042,a19615aad33e23d7
Bird Measurer (Assessment),1,8,0.1111111111111111,1,47143042,c1dfd3bfee7ad09b
Cauldron Filler (Assessment),1,1,0.5,2,47143042,d4b5448e422d65b6
Chest Sorter (Assessment),0,3,0.0,0,47358936,1be10047768df060
Bird Measurer (Assessment),0,4,0.0,0,473b2671,0741de043042d3c0
Chest Sorter (Assessment),0,3,0.0,0,473b2671,794e87696ec56e4c
Mushroom Sorter (Assessment),1,0,1.0,3,473b2671,7a02729f7893d8d4
Cauldron Filler (Assessment),1,2,0.3333333333333333,1,473b2671,7e4997ed59c1ac29
Cart Balancer (Assessment),1,0,1.0,3,473b2671,acb14ef0de4a69e7
Chest Sorter (Assessment),1,2,0.3333333333333333,1,473b3c21,6ee94a0c78206488
Cart Balancer (Assessment),1,0,1.0,3,473b3c21,8fbbaee38ad4cdb3
Cauldron Filler (Assessment),1,0,1.0,3,4752af38,2dc57e08caf4432c
Chest Sorter (Assessment),1,3,0.25,1,4752af38,a95944f470ae5623
Cart Balancer (Assessment),1,2,0.3333333333333333,1,4752af38,ad28bf86457819c0
Mushroom Sorter (Assessment),1,1,0.5,2,4752af38,c78f9e1a8dd98be1
Bird Measurer (Assessment),1,0,1.0,3,4752af38,da053dc2496ed2e0
Cart Balancer (Assessment),1,3,0.25,1,475b2709,12813e6dd5f3891b
Chest Sorter (Assessment),0,4,0.0,0,475b2709,192072fd7758e07e
Bird Measurer (Assessment),1,3,0.25,1,475b2709,3fe9e9bdff5c63fd
Mushroom Sorter (Assessment),0,4,0.0,0,475b2709,6bdf2813de859315
Cauldron Filler (Assessment),1,1,0.5,2,475b2709,8538aec6e386e1b8
Bird Measurer (Assessment),1,3,0.25,1,476887bf,57b7baf1a40a95de
Mushroom Sorter (Assessment),1,0,1.0,3,476887bf,5b76b7b62be19dac
Cart Balancer (Assessment),1,1,0.5,2,476887bf,a68343b8a776a85c
Chest Sorter (Assessment),1,0,1.0,3,476887bf,ee7c3d75ba2c8548
Cauldron Filler (Assessment),1,4,0.2,1,47748670,3bbec087c809fe59
Cauldron Filler (Assessment),1,0,1.0,3,4775d72f,70ded950b3ebb0c3
Cart Balancer (Assessment),0,3,0.0,0,4782c904,2f06849e4fbd1775
Bird Measurer (Assessment),1,6,0.14285714285714285,1,4782c904,463d5047a6131a57
Cauldron Filler (Assessment),1,0,1.0,3,4782c904,51d7f7f28e5e8090
Chest Sorter (Assessment),1,1,0.5,2,4782c904,585ac8f35f20e225
Mushroom Sorter (Assessment),0,5,0.0,0,4782c904,5dba18734c9a6d25
Chest Sorter (Assessment),0,23,0.0,0,47858dca,247d2eb07a0738d1
Cauldron Filler (Assessment),1,0,1.0,3,47a769a1,7bbb29fa1d08d3b5
Mushroom Sorter (Assessment),1,0,1.0,3,47a769a1,df819277df2077bc
Bird Measurer (Assessment),0,3,0.0,0,47a769a1,ea4d26754e8523a7
Mushroom Sorter (Assessment),1,0,1.0,3,47af5391,a3d674dd7270f537
Chest Sorter (Assessment),1,0,1.0,3,47af5391,cff5cf2ea0aefd82
Cauldron Filler (Assessment),1,0,1.0,3,47af5391,d0f484f21c4f8426
Bird Measurer (Assessment),1,0,1.0,3,47af5391,ea05398b11c5bf39
Mushroom Sorter (Assessment),1,4,0.2,1,47b4211a,0f36d6ad04a7ef7b
Chest Sorter (Assessment),0,2,0.0,0,47bc1960,0a5dc6cab18a3758
Cauldron Filler (Assessment),1,0,1.0,3,47bc1960,c60f21f9e061b17a
Mushroom Sorter (Assessment),1,0,1.0,3,47dc8ea8,98246624b0cf3eb9
Bird Measurer (Assessment),1,2,0.3333333333333333,1,47dc8ea8,d0ac582f4e12f54c
Cart Balancer (Assessment),1,0,1.0,3,47dc8ea8,d96ff5452b81689f
Chest Sorter (Assessment),0,6,0.0,0,47dc8ea8,ead3149cb0a0bf2b
Chest Sorter (Assessment),0,1,0.0,0,47f2f126,8edc6f2c40804938
Mushroom Sorter (Assessment),1,0,1.0,3,47fc648c,09e0bc372e59ea29
Cauldron Filler (Assessment),1,0,1.0,3,47fc648c,180637b7e4b9f12e
Bird Measurer (Assessment),1,1,0.5,2,47fc648c,30c7d97775bf459b
Cart Balancer (Assessment),1,0,1.0,3,481f086d,1d694aee43772710
Bird Measurer (Assessment),1,1,0.5,2,481f086d,31e525f0af3b40f3
Mushroom Sorter (Assessment),1,0,1.0,3,481f086d,9ccb4623c473e3c3
Chest Sorter (Assessment),1,0,1.0,3,481f086d,cfe821fdcf5b479f
Mushroom Sorter (Assessment),0,4,0.0,0,48443efa,180340aa0e8ad487
Cauldron Filler (Assessment),1,2,0.3333333333333333,1,48443efa,773029b28db5a36f
Cart Balancer (Assessment),0,1,0.0,0,48443efa,7f73ae86497805d5
Chest Sorter (Assessment),1,1,0.5,2,48443efa,de9df5db5312967d
Bird Measurer (Assessment),0,5,0.0,0,48443efa,f7ba0f46531901b5
Cart Balancer (Assessment),1,0,1.0,3,484af773,46af555036d99eb5
Mushroom Sorter (Assessment),1,0,1.0,3,484af773,94db1f8632919db7
Chest Sorter (Assessment),1,3,0.25,1,484af773,fbc9e76d304fca9c
Bird Measurer (Assessment),1,1,0.5,2,484c8d04,36cff736916da349
Mushroom Sorter (Assessment),1,0,1.0,3,484c8d04,a707ee7e75b781a0
Mushroom Sorter (Assessment),1,0,1.0,3,4871d839,9956a111df7b5fbc
Cart Balancer (Assessment),1,0,1.0,3,48784801,780fa34853b55418
Chest Sorter (Assessment),1,0,1.0,3,48784801,bd767e3ca14ed56a
Cart Balancer (Assessment),1,0,1.0,3,488141b8,6ee9fab2605ecef9
Chest Sorter (Assessment),1,1,0.5,2,488141b8,7b4690c75bdd81da
Cauldron Filler (Assessment),1,0,1.0,3,48a48308,77b75b542c925a3d
Cart Balancer (Assessment),1,0,1.0,3,48c3d7aa,3953b1289db7f8c8
Chest Sorter (Assessment),0,1,0.0,0,48c6ff25,20577328b3b5e75b
Bird Measurer (Assessment),1,1,0.5,2,48c6ff25,780ae7852beabd78
Mushroom Sorter (Assessment),1,0,1.0,3,48c6ff25,9c7af0dc743c7e24
Cart Balancer (Assessment),1,1,0.5,2,48c6ff25,fd5d43220c1a64ac
Cart Balancer (Assessment),1,1,0.5,2,48c807f5,04f26b2121f642a9
Chest Sorter (Assessment),0,1,0.0,0,48c807f5,3481ded66cc925f2
Mushroom Sorter (Assessment),1,0,1.0,3,48c807f5,4d90a1f311fd038a
Cauldron Filler (Assessment),1,0,1.0,3,48c807f5,8c34829917eba79e
Chest Sorter (Assessment),1,3,0.25,1,48ca1b10,015a602d751cbec7
Bird Measurer (Assessment),1,0,1.0,3,48ca1b10,0361f263f49dbfe4
Mushroom Sorter (Assessment),1,0,1.0,3,48ca1b10,1031acc964135536
Cart Balancer (Assessment),1,0,1.0,3,48ca1b10,b9fa8c45b6a97be4
Cart Balancer (Assessment),1,1,0.5,2,48cb2879,0d0bc079c60174c7
Bird Measurer (Assessment),1,4,0.2,1,48d57f4a,0b53be2deb49033d
Mushroom Sorter (Assessment),1,0,1.0,3,48d57f4a,2c2d938de0cbbb76
Cauldron Filler (Assessment),1,0,1.0,3,48d57f4a,4043872583ef42fe
Chest Sorter (Assessment),1,5,0.16666666666666666,1,48d57f4a,546f6646ffa16575
Cart Balancer (Assessment),1,1,0.5,2,48d57f4a,b127131ec094a807
Cauldron Filler (Assessment),1,1,0.5,2,48e6e4b8,10b06b4eb419a2e3
Chest Sorter (Assessment),0,12,0.0,0,48e6e4b8,95f9e241103c8d2d
Cauldron Filler (Assessment),0,3,0.0,0,48fc4ec4,777b78b215c83dca
Chest Sorter (Assessment),0,1,0.0,0,494eec4b,907a910ab7fe6bca
Cauldron Filler (Assessment),1,0,1.0,3,4957364e,06f5c77f9c528372
Cart Balancer (Assessment),1,0,1.0,3,4957364e,4361665f9b22946a
Mushroom Sorter (Assessment),1,0,1.0,3,4957364e,60099788a72f5ebd
Chest Sorter (Assessment),0,3,0.0,0,4957364e,8e7e80bfe1c98cc5
Bird Measurer (Assessment),0,14,0.0,0,4957364e,9ba4a61f4f049649
Mushroom Sorter (Assessment),0,1,0.0,0,495b04e8,62f03df25ba207e4
Cauldron Filler (Assessment),1,0,1.0,3,4972cc53,93f9ae15b630c555
Cart Balancer (Assessment),1,0,1.0,3,4972cc53,96717a5db64b971c
Chest Sorter (Assessment),0,7,0.0,0,4972cc53,e547750e3a2621b4
Cauldron Filler (Assessment),0,1,0.0,0,497fd04d,e4b2e1b5efa45e83
Mushroom Sorter (Assessment),1,1,0.5,2,49bcf879,06a6122a0c357063
Cart Balancer (Assessment),1,3,0.25,1,49bcf879,291f8e374df0e551
Mushroom Sorter (Assessment),1,1,0.5,2,49cd2c20,6ed54cbdbedcb67f
Bird Measurer (Assessment),1,5,0.16666666666666666,1,49cd2c20,92dfa8d10b118cb0
Cauldron Filler (Assessment),1,0,1.0,3,49d447b4,13fce53e9604ad07
Mushroom Sorter (Assessment),1,0,1.0,3,49d447b4,7a40e366021dc6c1
Chest Sorter (Assessment),0,2,0.0,0,49d78969,7103043f66632f49
Cart Balancer (Assessment),1,0,1.0,3,49d78969,c4532d6774536e6e
Cauldron Filler (Assessment),1,0,1.0,3,49ee3af8,b4c1b5b5e80dadcb
Mushroom Sorter (Assessment),1,0,1.0,3,4a13aa47,23d4927e2a076786
Bird Measurer (Assessment),0,3,0.0,0,4a13aa47,52e5841f1c141bdf
Cauldron Filler (Assessment),1,0,1.0,3,4a1deecd,1a3c0bd2375f0875
Mushroom Sorter (Assessment),1,0,1.0,3,4a1deecd,1ae69474c776b16d
Chest Sorter (Assessment),1,1,0.5,2,4a1deecd,42907a4ea54ff881
Bird Measurer (Assessment),0,1,0.0,0,4a1deecd,47e17c338e0ee335
Cart Balancer (Assessment),1,0,1.0,3,4a1deecd,87825bf3b10ef2d6
Cauldron Filler (Assessment),1,0,1.0,3,4a35a542,779e6e05dd2d68df
Chest Sorter (Assessment),0,20,0.0,0,4a35a542,9bc52d00fd3b594b
Cart Balancer (Assessment),1,0,1.0,3,4a35a542,dec0ae714466d20e
Mushroom Sorter (Assessment),1,0,1.0,3,4a426091,32fd3f65b56d269a
Bird Measurer (Assessment),1,0,1.0,3,4a426091,d5d0fed9793ca230
Mushroom Sorter (Assessment),1,0,1.0,3,4a4d0da5,23f13f1aa14eec05
Chest Sorter (Assessment),0,5,0.0,0,4a4d0da5,6be4871b28106c5d
Bird Measurer (Assessment),1,1,0.5,2,4a4d0da5,806375e21a0b3f19
Cauldron Filler (Assessment),1,1,0.5,2,4a4d0da5,8b957bdfa783341e
Cart Balancer (Assessment),1,1,0.5,2,4a4d0da5,e0e80e531cbbc211
Cart Balancer (Assessment),1,0,1.0,3,4a58572c,d6e631a45b3d247d
Chest Sorter (Assessment),0,3,0.0,0,4a902aa8,0c0c8d25297eb6cc
Cauldron Filler (Assessment),1,0,1.0,3,4a902aa8,19afbf84bf1a3018
Mushroom Sorter (Assessment),1,0,1.0,3,4a902aa8,8a97176fb6e2a8aa
Cauldron Filler (Assessment),1,1,0.5,2,4aaf5a7c,98ad8fea335598d2
Cauldron Filler (Assessment),1,2,0.3333333333333333,1,4ae4f953,cc53ed99efd4fe2b
Chest Sorter (Assessment),0,2,0.0,0,4ae5c749,16d2f8f628495a45
Cart Balancer (Assessment),1,0,1.0,3,4ae5c749,8cb96ee3760131b2
Chest Sorter (Assessment),1,2,0.3333333333333333,1,4af81c8e,2bd4115f54352390
Cauldron Filler (Assessment),1,3,0.25,1,4af81c8e,3ceba63b623902f6
Bird Measurer (Assessment),1,1,0.5,2,4af81c8e,6e9ff9d8a871bb2b
Cart Balancer (Assessment),1,1,0.5,2,4af81c8e,d6362d129b8e971c
Cart Balancer (Assessment),1,0,1.0,3,4b02b17f,2983d3d98ca61e5d
Mushroom Sorter (Assessment),1,5,0.16666666666666666,1,4b02b17f,584daf2fd5b67e10
Bird Measurer (Assessment),1,9,0.1,1,4b02b17f,8fa69273ea031e70
Chest Sorter (Assessment),1,2,0.3333333333333333,1,4b02b17f,915d7fc65454e054
Cauldron Filler (Assessment),1,2,0.3333333333333333,1,4b02b17f,f39c6164dbe4aa3f
Chest Sorter (Assessment),1,0,1.0,3,4b17d428,48c27fda32a660db
Cart Balancer (Assessment),1,0,1.0,3,4b17d428,591ad45beb1f1203
Cart Balancer (Assessment),0,1,0.0,0,4b1c8d27,c75db81e3e4798cb
Cart Balancer (Assessment),1,0,1.0,3,4b5b02f0,d0783498140456d8
Cart Balancer (Assessment),1,0,1.0,3,4b6e3d98,0cc38847373c508d
Chest Sorter (Assessment),0,3,0.0,0,4b85deb2,3a7239a7f1060b0f
Bird Measurer (Assessment),1,7,0.125,1,4b85deb2,991c836b844862cc
Cart Balancer (Assessment),1,0,1.0,3,4b85deb2,bae5adbd8446de0a
Cauldron Filler (Assessment),1,1,0.5,2,4b8d46fb,4eb70f570a6d78ab
Mushroom Sorter (Assessment),0,4,0.0,0,4b8d46fb,f1bee5b0ec76d999
Mushroom Sorter (Assessment),1,0,1.0,3,4ba08ec6,34e93f5dffa07c39
Cart Balancer (Assessment),1,0,1.0,3,4ba2b4c0,0a9ed0e5da96e723
Cauldron Filler (Assessment),1,0,1.0,3,4ba2b4c0,f6405436ee457dcf
Cart Balancer (Assessment),1,0,1.0,3,4ba37cbb,92604e707f081353
Chest Sorter (Assessment),0,3,0.0,0,4ba37cbb,a8c74bcedb75d642
Cart Balancer (Assessment),0,2,0.0,0,4bbf5c31,11e1fa3a3474919e
Chest Sorter (Assessment),0,5,0.0,0,4bbf5c31,2a15d5addf00770d
Cauldron Filler (Assessment),1,1,0.5,2,4bbf5c31,5abfe33f3abf7a69
Mushroom Sorter (Assessment),1,1,0.5,2,4bbf5c31,6b7395f210e69212
Bird Measurer (Assessment),0,1,0.0,0,4bbf5c31,c999d4a3ea8b51d7
Cart Balancer (Assessment),1,0,1.0,3,4bcc7967,4e0b69a5457bbae8
Chest Sorter (Assessment),1,0,1.0,3,4bcc7967,af0789c7bc411c64
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,4be4c96c,807ec63363c88fa7
Bird Measurer (Assessment),1,1,0.5,2,4be6d22f,7bf7b76647c6d139
Mushroom Sorter (Assessment),1,0,1.0,3,4be6d22f,cea3cb4af24689c3
Cauldron Filler (Assessment),1,0,1.0,3,4be6d22f,eb73c20cf6ea3f07
Cauldron Filler (Assessment),0,2,0.0,0,4bf4379b,9a4742ed8eb91169
Cauldron Filler (Assessment),0,1,0.0,0,4c186844,7847147015c9f70b
Cart Balancer (Assessment),1,2,0.3333333333333333,1,4c186844,8ec29fd21d8705af
Bird Measurer (Assessment),0,3,0.0,0,4c186844,fb6d6d344caa20c4
Chest Sorter (Assessment),0,6,0.0,0,4c1eafc0,1888995ca7927f26
Cauldron Filler (Assessment),1,0,1.0,3,4c1eafc0,311088bc65bb38d4
Cart Balancer (Assessment),1,1,0.5,2,4c1eafc0,87053f6ab1632515
Chest Sorter (Assessment),0,11,0.0,0,4c53711a,4c4a2fe3da9c3eb8
Mushroom Sorter (Assessment),0,2,0.0,0,4c53711a,5a24b0b947867602
Cauldron Filler (Assessment),0,5,0.0,0,4c53711a,66674b4b124f9d29
Bird Measurer (Assessment),0,4,0.0,0,4c53711a,b6256a6f1a2d06bc
Cart Balancer (Assessment),0,1,0.0,0,4c53711a,dd38a916b20742fb
Cart Balancer (Assessment),1,0,1.0,3,4c5f57f8,b15618f7dde058e9
Mushroom Sorter (Assessment),1,0,1.0,3,4c6bf86f,0cc1f5f09db0db6a
Chest Sorter (Assessment),0,8,0.0,0,4c6bf86f,34d8ce6afb6c24bf
Cauldron Filler (Assessment),1,0,1.0,3,4c6bf86f,c0395cc6be08d707
Cart Balancer (Assessment),1,1,0.5,2,4c6bf86f,e1aecce34a030f9d
Cauldron Filler (Assessment),1,0,1.0,3,4c8acb25,83559be8124d5d7d
Bird Measurer (Assessment),0,3,0.0,0,4c9ad500,d88d79e67f5e5b4b
Mushroom Sorter (Assessment),0,1,0.0,0,4c9ad500,fc93785e78277b04
Cauldron Filler (Assessment),1,1,0.5,2,4ca5b732,c089b14639a8aae1
Chest Sorter (Assessment),0,3,0.0,0,4cb3c574,033241042f53f713
Mushroom Sorter (Assessment),1,0,1.0,3,4cb3c574,0d7d94fbc359b02a
Cart Balancer (Assessment),1,0,1.0,3,4cb3c574,5b5ba96d5261567e
Bird Measurer (Assessment),1,1,0.5,2,4cb3c574,75394c65bd32f756
Cauldron Filler (Assessment),1,0,1.0,3,4cb3c574,798b5ad6a9418039
Mushroom Sorter (Assessment),0,1,0.0,0,4cb8de06,067f3c486e1c19db
Cart Balancer (Assessment),1,2,0.3333333333333333,1,4cb8de06,1753017b976aee7e
Cauldron Filler (Assessment),1,1,0.5,2,4cb8de06,7f4c363f04c5d398
Chest Sorter (Assessment),1,1,0.5,2,4cb8de06,b5916ec2600b67b6
Bird Measurer (Assessment),1,6,0.14285714285714285,1,4cb8de06,f010d11338e88f82
Chest Sorter (Assessment),0,2,0.0,0,4ccb19fa,06a42f40c7818830
Bird Measurer (Assessment),1,2,0.3333333333333333,1,4ccb19fa,a27b5ab74616a550
Cauldron Filler (Assessment),1,1,0.5,2,4ccb19fa,bf37d2b4652cb62a
Cart Balancer (Assessment),1,2,0.3333333333333333,1,4ccb19fa,c56ceb445776d536
Bird Measurer (Assessment),1,3,0.25,1,4cea14e0,75a7fc13effe8cc1
Chest Sorter (Assessment),1,8,0.1111111111111111,1,4cf02ca6,0c0fa864f3bf7648
Bird Measurer (Assessment),1,2,0.3333333333333333,1,4cf02ca6,4bea320bb96e5da4
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,4cf02ca6,752719202adc7e29
Cauldron Filler (Assessment),0,1,0.0,0,4cf02ca6,836a88b06bdbe472
Cart Balancer (Assessment),1,1,0.5,2,4cf02ca6,f289b91bc0244880
Cart Balancer (Assessment),1,3,0.25,1,4d20ca97,3f8eaec5dbb01a23
Mushroom Sorter (Assessment),1,3,0.25,1,4d290430,26676569bbbe9fea
Cart Balancer (Assessment),1,1,0.5,2,4d290430,aef4e5dc5dd18204
Chest Sorter (Assessment),0,9,0.0,0,4d290430,df757209a41a87c8
Chest Sorter (Assessment),0,3,0.0,0,4d2a5e4f,3fc30b605f7c6c67
Bird Measurer (Assessment),1,0,1.0,3,4d2f1f5e,2724ec5ffe24968e
Cauldron Filler (Assessment),1,1,0.5,2,4d4c7ba9,33853657f03352ec
Cart Balancer (Assessment),1,0,1.0,3,4d4c7ba9,940558adc6a2323c
Mushroom Sorter (Assessment),1,0,1.0,3,4d512d60,ad43a5339c2b24d9
Cart Balancer (Assessment),1,0,1.0,3,4d54c694,9319f4aa2b95e27f
Chest Sorter (Assessment),0,1,0.0,0,4d7392c0,00fcc375f6fad80c
Cauldron Filler (Assessment),0,1,0.0,0,4d7392c0,19021f41fe247cb1
Bird Measurer (Assessment),0,1,0.0,0,4d7392c0,428d66e1c6f3d787
Cart Balancer (Assessment),0,1,0.0,0,4d7392c0,69ad4234febbc0e9
Mushroom Sorter (Assessment),0,1,0.0,0,4d7392c0,de8e6286851fee91
Chest Sorter (Assessment),0,1,0.0,0,4d7d3d97,08f75673ddd378e4
Bird Measurer (Assessment),0,6,0.0,0,4d7d3d97,0a843fb2464c9c6d
Cart Balancer (Assessment),0,2,0.0,0,4d7d3d97,2985a28bb8607d38
Mushroom Sorter (Assessment),0,6,0.0,0,4d7d3d97,5d18b1e21de36831
Cauldron Filler (Assessment),0,20,0.0,0,4d7d3d97,692c331cc9930d42
Cart Balancer (Assessment),1,0,1.0,3,4da2e262,791d7ee5c7571e25
Chest Sorter (Assessment),1,2,0.3333333333333333,1,4da2e262,913952fd496e3914
Mushroom Sorter (Assessment),0,5,0.0,0,4da72fa5,17bd3be1612dc258
Cauldron Filler (Assessment),0,8,0.0,0,4da72fa5,252f883f72837b34
Cart Balancer (Assessment),1,0,1.0,3,4da72fa5,4a29e257cf591147
Bird Measurer (Assessment),0,1,0.0,0,4da72fa5,594c57bf950b3a97
Chest Sorter (Assessment),0,3,0.0,0,4da72fa5,808878074e4c0067
Cauldron Filler (Assessment),1,1,0.5,2,4dab38cc,0fd14194cb2595f6
Cart Balancer (Assessment),1,1,0.5,2,4dab38cc,478ea35c95f71121
Chest Sorter (Assessment),1,1,0.5,2,4dab38cc,47f3844f605474b8
Mushroom Sorter (Assessment),1,3,0.25,1,4dab38cc,4d45edb7e4fff2a9
Chest Sorter (Assessment),0,5,0.0,0,4daf4f50,0b723df612d98533
Bird Measurer (Assessment),1,2,0.3333333333333333,1,4daf4f50,388f78b7bf848542
Mushroom Sorter (Assessment),1,0,1.0,3,4db1e993,19b2e3ab37d97baa
Bird Measurer (Assessment),1,2,0.3333333333333333,1,4db1e993,79d33e10d37c2b9f
Chest Sorter (Assessment),0,4,0.0,0,4db1e993,f47745e48b45f085
Chest Sorter (Assessment),0,3,0.0,0,4db49f82,80318071ca57ca90
Chest Sorter (Assessment),1,1,0.5,2,4dd2c3f8,a7ccbd1935d0a02c
Mushroom Sorter (Assessment),1,0,1.0,3,4dd2c3f8,cd096f44b0696dcf
Cart Balancer (Assessment),1,0,1.0,3,4dd2c3f8,d540cd808345409c
Cauldron Filler (Assessment),1,0,1.0,3,4dd5cf19,553dc200c1cbb19f
Cart Balancer (Assessment),1,0,1.0,3,4dd5cf19,ed00293b7480c465
Bird Measurer (Assessment),0,1,0.0,0,4de753a1,048198b3aaadd52a
Cart Balancer (Assessment),1,0,1.0,3,4de753a1,4314f5c4348490eb
Chest Sorter (Assessment),0,4,0.0,0,4de753a1,5458e651ed7c270f
Cauldron Filler (Assessment),1,6,0.14285714285714285,1,4de753a1,704b8ea0cbb35741
Mushroom Sorter (Assessment),1,2,0.3333333333333333,1,4de753a1,c941a749e8fe88f8
Mushroom Sorter (Assessment),0,6,0.0,0,4e14eba7,1c20cb8419bfdb37
Cart Balancer (Assessment),1,0,1.0,3,4e47282a,29222520943dd85d
Bird Measurer (Assessment),0,6,0.0,0,4e47282a,317ca113e6bd9924
Mushroom Sorter (Assessment),0,1,0.0,0,4e47282a,a784494256e25879
Cauldron Filler (Assessment),1,0,1.0,3,4e4f5c79,0b37ea0f396f817c
Bird Measurer (Assessment),1,3,0.25,1,4e4f5c79,308eb053c5fa72c3
Mushroom Sorter (Assessment),0,7,0.0,0,4e4f5c79,69024f0527fe5290
Cart Balancer (Assessment),1,0,1.0,3,4e4f5c79,700924aee4e8d756
Bird Measurer (Assessment),1,0,1.0,3,4e51af2e,2025a8d9cf9a577a
Cauldron Filler (Assessment),1,0,1.0,3,4e5b0629,0bc1543c4f654ece
Cart Balancer (Assessment),1,1,0.5,2,4e5b0629,b87d5f5d7c623d0a
Cart Balancer (Assessment),0,2,0.0,0,4e7f77fd,36213b1853596a64
Chest Sorter (Assessment),0,3,0.0,0,4e7f77fd,3cc2d4ccf1aa0ef2
Mushroom Sorter (Assessment),1,0,1.0,3,4e7f77fd,5e52ca00d490a642
Cauldron Filler (Assessment),1,1,0.5,2,4e7f77fd,675517f6503efc23
Bird Measurer (Assessment),1,6,0.14285714285714285,1,4e7f77fd,b0ffbaaa85a943d5
Mushroom Sorter (Assessment),1,0,1.0,3,4e82897e,248ffe053e44226f
Bird Measurer (Assessment),1,1,0.5,2,4e82897e,5a64c4447bc47012
Chest Sorter (Assessment),0,4,0.0,0,4e82897e,d651fb81fd005376
Mushroom Sorter (Assessment),1,0,1.0,3,4e9c6979,4ae8ba66416644af
Cart Balancer (Assessment),1,0,1.0,3,4e9c6979,7a907f12ca4d81ff
Cauldron Filler (Assessment),1,0,1.0,3,4e9c6979,ad3786ac223fc7a9
Chest Sorter (Assessment),0,2,0.0,0,4e9c6979,d7510cb2fdb68f59
Bird Measurer (Assessment),1,1,0.5,2,4e9c6979,dd3f82a895be3c4e
Cart Balancer (Assessment),1,0,1.0,3,4ea9fc99,2226ea19974834ef
Cauldron Filler (Assessment),0,3,0.0,0,4eca440f,ac25aa8a522e843e
Chest Sorter (Assessment),0,4,0.0,0,4ed199d7,55c9e88fc5caae9d
Cart Balancer (Assessment),1,0,1.0,3,4ed199d7,5665f0f534af546b
Cauldron Filler (Assessment),1,2,0.3333333333333333,1,4ed199d7,7aacebbef4ab8799
Cauldron Filler (Assessment),1,0,1.0,3,4ed5a555,a49fe4e100257c42
Cart Balancer (Assessment),1,0,1.0,3,4efa8dca,180348c162173387
Chest Sorter (Assessment),0,2,0.0,0,4efa8dca,398296cc25bbd398
Cauldron Filler (Assessment),1,0,1.0,3,4efc02ba,646321da19e53754
Cart Balancer (Assessment),1,0,1.0,3,4efc02ba,f225000abc116633
Bird Measurer (Assessment),1,1,0.5,2,4f0f3d90,b4986599ca7ad2d5
Mushroom Sorter (Assessment),1,0,1.0,3,4f0f3d90,b5b1be3418afbe06
Cart Balancer (Assessment),1,0,1.0,3,4f0f3d90,c08b938bc27a3e7e
Chest Sorter (Assessment),0,1,0.0,0,4f0f3d90,f9bf62866a5f5089
Chest Sorter (Assessment),0,3,0.0,0,4f127057,11f90488b78f9185
Cauldron Filler (Assessment),1,0,1.0,3,4f127057,21e50ca62df7d887
Bird Measurer (Assessment),1,1,0.5,2,4f127057,77a95eca231f0aaf
Cart Balancer (Assessment),1,0,1.0,3,4f127057,930f335ac3d2a510
Mushroom Sorter (Assessment),1,5,0.16666666666666666,1,4f127057,bb73a694d1339be0
Cauldron Filler (Assessment),1,9,0.1,1,4f13440b,0b72763ea837af91
Chest Sorter (Assessment),0,7,0.0,0,4f13440b,184ff9cee33d957a
Cart Balancer (Assessment),1,0,1.0,3,4f13440b,9f479c5e8cb57011
Bird Measurer (Assessment),0,2,0.0,0,4f7942c8,0f87ea227e6212c1
Mushroom Sorter (Assessment),0,3,0.0,0,4f7942c8,179a9e79e059d66c
Cauldron Filler (Assessment),0,6,0.0,0,4f7942c8,2828229b47661905
Cart Balancer (Assessment),1,3,0.25,1,4f7942c8,5c1ae8ecb2c6d696
Chest Sorter (Assessment),0,4,0.0,0,4f7d1579,297c10558e719c3f
Cauldron Filler (Assessment),1,1,0.5,2,4f7d1579,2e1798459fd833e9
Cart Balancer (Assessment),1,1,0.5,2,4f7d1579,6465411dfc00d328
Mushroom Sorter (Assessment),1,1,0.5,2,4f7d1579,cad7d6b5d4822060
Bird Measurer (Assessment),1,2,0.3333333333333333,1,4f7d1579,e71a55346ed04775
Cauldron Filler (Assessment),1,0,1.0,3,4f9c4e8a,21a2b773479f7038
Cart Balancer (Assessment),1,1,0.5,2,4f9c4e8a,b80fc585cc438428
Chest Sorter (Assessment),0,20,0.0,0,4ff1d5bb,0ac29801f0734bc1
