event_count,game_time,num_unique_days,elapsed_days,last_world,last_assessment,unique_game_sessions,activity_ct,game_ct,assessment_ct,clip_ct,event_2000_ct,event_2010_ct,event_2020_ct,event_2025_ct,event_2030_ct,event_2035_ct,event_2040_ct,event_2050_ct,event_2060_ct,event_2070_ct,event_2075_ct,event_2080_ct,event_2081_ct,event_2083_ct,event_3010_ct,event_3020_ct,event_3021_ct,event_3110_ct,event_3120_ct,event_3121_ct,event_4010_ct,event_4020_ct,event_4021_ct,event_4022_ct,event_4025_ct,event_4030_ct,event_4031_ct,event_4035_ct,event_4040_ct,event_4045_ct,event_4050_ct,event_4070_ct,event_4080_ct,event_4090_ct,event_4095_ct,event_4100_ct,event_4110_ct,event_4220_ct,event_4230_ct,event_4235_ct,event_5000_ct,event_5010_ct,Bird Measurer (Assessment),Mushroom Sorter (Assessment),Cauldron Filler (Assessment),Chest Sorter (Assessment),Cart Balancer (Assessment)
2244,2683,2,1,CRYSTALCAVES,Cart Balancer (Assessment),41,510.0,1501.0,208.0,25.0,41.0,2.0,84.0,1.0,82.0,1.0,17.0,16.0,2.0,2.0,0.0,12.0,0.0,12.0,325.0,78.0,51.0,324.0,78.0,51.0,8.0,259.0,24.0,11.0,24.0,201.0,0.0,33.0,11.0,2.0,0.0,473.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,148.0,47.0,0.0,0.0,13.0
3114,3834,3,3,TREETOPCITY,Mushroom Sorter (Assessment),61,844.0,1880.0,355.0,35.0,61.0,4.0,109.0,3.0,102.0,2.0,21.0,19.0,3.0,3.0,0.0,15.0,0.0,15.0,428.0,91.0,72.0,425.0,91.0,72.0,12.0,355.0,37.0,28.0,79.0,350.0,0.0,42.0,16.0,2.0,0.0,614.0,0.0,0.0,1.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,148.0,97.0,0.0,97.0,13.0
2647,3243,2,1,CRYSTALCAVES,Chest Sorter (Assessment),46,577.0,1739.0,305.0,26.0,46.0,3.0,97.0,1.0,92.0,1.0,17.0,16.0,3.0,3.0,0.0,12.0,0.0,12.0,360.0,89.0,62.0,358.0,89.0,62.0,10.0,297.0,24.0,11.0,67.0,268.0,0.0,40.0,16.0,2.0,0.0,549.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,148.0,47.0,0.0,97.0,13.0
1916,2246,2,1,TREETOPCITY,Bird Measurer (Assessment),32,415.0,1286.0,195.0,20.0,32.0,1.0,77.0,1.0,75.0,1.0,17.0,16.0,2.0,2.0,0.0,10.0,0.0,10.0,303.0,54.0,43.0,302.0,54.0,43.0,6.0,214.0,24.0,10.0,24.0,122.0,0.0,13.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,148.0,47.0,0.0,0.0,0.0
612,855,3,38,TREETOPCITY,Mushroom Sorter (Assessment),31,313.0,206.0,75.0,18.0,31.0,0.0,25.0,2.0,17.0,1.0,6.0,4.0,1.0,0.0,1.0,5.0,2.0,3.0,80.0,11.0,10.0,78.0,10.0,8.0,4.0,96.0,7.0,8.0,4.0,84.0,0.0,9.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,7.0,28.0
750,968,3,38,TREETOPCITY,Bird Measurer (Assessment),39,313.0,224.0,189.0,24.0,39.0,0.0,27.0,2.0,17.0,1.0,6.0,4.0,1.0,0.0,1.0,5.0,2.0,3.0,87.0,17.0,11.0,85.0,16.0,8.0,5.0,97.0,7.0,8.0,34.0,115.0,0.0,9.0,2.0,1.0,0.0,132.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,114.0,40.0,0.0,7.0,28.0
424,722,3,38,CRYSTALCAVES,Cart Balancer (Assessment),20,215.0,169.0,28.0,12.0,20.0,0.0,22.0,1.0,17.0,0.0,6.0,4.0,0.0,0.0,0.0,5.0,2.0,3.0,58.0,8.0,7.0,58.0,8.0,5.0,3.0,59.0,7.0,3.0,0.0,56.0,0.0,9.0,2.0,1.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
1568,1814,1,0,TREETOPCITY,Bird Measurer (Assessment),45,564.0,708.0,272.0,24.0,45.0,7.0,47.0,2.0,44.0,2.0,4.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,256.0,15.0,46.0,253.0,15.0,44.0,8.0,160.0,9.0,11.0,50.0,222.0,0.0,20.0,13.0,2.0,1.0,244.0,0.0,2.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,63.0,49.0
1035,1297,1,0,TREETOPCITY,Mushroom Sorter (Assessment),38,384.0,401.0,229.0,21.0,38.0,6.0,33.0,2.0,30.0,2.0,4.0,3.0,1.0,1.0,0.0,4.0,1.0,3.0,110.0,10.0,33.0,108.0,10.0,31.0,6.0,139.0,9.0,11.0,32.0,199.0,0.0,18.0,13.0,2.0,0.0,153.0,0.0,2.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,80.0,0.0,63.0,49.0
1606,1848,1,0,MAGMAPEAK,Cauldron Filler (Assessment),46,564.0,708.0,310.0,24.0,46.0,8.0,49.0,2.0,46.0,2.0,4.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,260.0,16.0,49.0,257.0,16.0,47.0,8.0,165.0,9.0,11.0,51.0,227.0,0.0,20.0,13.0,2.0,1.0,247.0,0.0,2.0,0.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,38.0,63.0,49.0
810,1012,1,0,CRYSTALCAVES,Cart Balancer (Assessment),31,209.0,401.0,183.0,17.0,31.0,5.0,32.0,1.0,29.0,1.0,4.0,3.0,1.0,1.0,0.0,4.0,1.0,3.0,77.0,9.0,29.0,75.0,9.0,27.0,6.0,110.0,9.0,1.0,26.0,161.0,0.0,18.0,13.0,2.0,0.0,101.0,0.0,2.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,0.0,63.0,49.0
625,803,1,0,CRYSTALCAVES,Chest Sorter (Assessment),20,175.0,349.0,90.0,11.0,20.0,2.0,25.0,0.0,22.0,0.0,4.0,3.0,1.0,1.0,0.0,4.0,1.0,3.0,57.0,8.0,20.0,55.0,8.0,18.0,5.0,81.0,9.0,1.0,17.0,125.0,0.0,17.0,13.0,2.0,0.0,87.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,27.0
1147,1489,1,0,CRYSTALCAVES,Cart Balancer (Assessment),20,500.0,586.0,53.0,8.0,20.0,0.0,53.0,2.0,48.0,1.0,9.0,9.0,2.0,1.0,1.0,7.0,3.0,3.0,147.0,14.0,35.0,146.0,14.0,32.0,5.0,143.0,17.0,1.0,8.0,150.0,9.0,43.0,10.0,2.0,0.0,173.0,0.0,2.0,1.0,2.0,0.0,0.0,12.0,12.0,5.0,5.0,0.0,0.0,39.0,0.0,14.0
1566,2009,2,1,CRYSTALCAVES,Chest Sorter (Assessment),26,605.0,837.0,113.0,11.0,26.0,1.0,69.0,2.0,63.0,1.0,9.0,9.0,2.0,1.0,1.0,7.0,3.0,3.0,194.0,18.0,51.0,193.0,18.0,48.0,6.0,188.0,17.0,1.0,54.0,214.0,9.0,50.0,11.0,2.0,0.0,237.0,0.0,2.0,1.0,21.0,0.0,0.0,12.0,12.0,5.0,5.0,0.0,0.0,39.0,60.0,14.0
2077,2599,3,5,MAGMAPEAK,Cauldron Filler (Assessment),37,893.0,1029.0,139.0,16.0,37.0,2.0,103.0,3.0,95.0,2.0,15.0,15.0,2.0,1.0,1.0,13.0,6.0,6.0,259.0,21.0,61.0,258.0,21.0,58.0,8.0,257.0,27.0,1.0,60.0,280.0,9.0,61.0,15.0,3.0,0.0,310.0,0.0,2.0,1.0,22.0,0.0,0.0,12.0,12.0,9.0,9.0,0.0,0.0,65.0,60.0,14.0
227,250,1,0,CRYSTALCAVES,Cart Balancer (Assessment),5,0.0,0.0,224.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,60.0,0.0,11.0,17.0,0.0,0.0,87.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0
294,295,1,0,TREETOPCITY,Mushroom Sorter (Assessment),13,183.0,64.0,38.0,9.0,13.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,7.0,35.0,1.0,7.0,1.0,52.0,0.0,12.0,11.0,58.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
244,218,1,0,CRYSTALCAVES,Cart Balancer (Assessment),7,118.0,61.0,61.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.0,9.0,0.0,1.0,34.0,0.0,0.0,0.0,53.0,0.0,19.0,0.0,0.0,0.0,84.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
744,712,1,0,TREETOPCITY,Bird Measurer (Assessment),29,220.0,359.0,147.0,18.0,29.0,0.0,15.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,7.0,41.0,19.0,7.0,7.0,77.0,0.0,0.0,10.0,129.0,0.0,40.0,2.0,0.0,0.0,269.0,0.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,25.0,64.0
60,68,1,0,TREETOPCITY,Mushroom Sorter (Assessment),6,0.0,21.0,35.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,6.0,1.0,5.0,1.0,7.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
1068,1221,5,82,MAGMAPEAK,Cauldron Filler (Assessment),37,355.0,484.0,87.0,24.0,37.0,2.0,32.0,2.0,29.0,2.0,7.0,5.0,2.0,1.0,1.0,6.0,4.0,1.0,133.0,18.0,31.0,129.0,17.0,28.0,5.0,138.0,7.0,10.0,24.0,107.0,11.0,6.0,0.0,0.0,0.0,129.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,8.0,7.0,0.0,66.0,21.0,0.0,0.0
1468,1722,1,0,CRYSTALCAVES,Chest Sorter (Assessment),31,333.0,852.0,266.0,17.0,31.0,4.0,33.0,3.0,29.0,3.0,5.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,172.0,41.0,26.0,170.0,39.0,26.0,6.0,177.0,0.0,21.0,47.0,131.0,0.0,13.0,21.0,2.0,0.0,416.0,0.0,4.0,1.0,17.0,2.0,10.0,0.0,0.0,0.0,0.0,49.0,38.0,34.0,49.0,96.0
384,322,1,0,TREETOPCITY,Mushroom Sorter (Assessment),11,122.0,217.0,38.0,7.0,11.0,1.0,15.0,1.0,14.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,38.0,18.0,12.0,38.0,18.0,12.0,2.0,53.0,0.0,0.0,3.0,44.0,0.0,6.0,0.0,0.0,0.0,79.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
1196,1263,1,0,CRYSTALCAVES,Cart Balancer (Assessment),27,233.0,730.0,217.0,16.0,27.0,4.0,29.0,3.0,28.0,3.0,5.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,139.0,30.0,25.0,138.0,30.0,25.0,5.0,139.0,0.0,21.0,20.0,120.0,0.0,12.0,21.0,2.0,0.0,325.0,0.0,4.0,1.0,12.0,2.0,10.0,0.0,0.0,0.0,0.0,49.0,38.0,34.0,0.0,96.0
1847,2004,2,1,TREETOPCITY,Bird Measurer (Assessment),37,333.0,1069.0,426.0,19.0,37.0,5.0,44.0,6.0,38.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,206.0,53.0,38.0,203.0,51.0,37.0,8.0,205.0,0.0,21.0,69.0,175.0,0.0,17.0,21.0,2.0,4.0,538.0,0.0,4.0,1.0,18.0,9.0,10.0,0.0,0.0,0.0,0.0,174.0,73.0,34.0,49.0,96.0
1097,1149,1,0,MAGMAPEAK,Cauldron Filler (Assessment),23,233.0,730.0,121.0,13.0,23.0,3.0,28.0,3.0,27.0,3.0,5.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,136.0,27.0,24.0,135.0,27.0,24.0,5.0,125.0,0.0,21.0,20.0,90.0,0.0,7.0,10.0,2.0,0.0,312.0,0.0,4.0,1.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0,49.0,38.0,34.0,0.0,0.0
614,607,1,0,CRYSTALCAVES,Chest Sorter (Assessment),16,295.0,206.0,104.0,9.0,16.0,1.0,14.0,0.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,54.0,27.0,10.0,54.0,26.0,10.0,2.0,59.0,42.0,0.0,17.0,72.0,0.0,8.0,2.0,0.0,0.0,160.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,35.0,34.0,35.0
1247,1181,1,0,TREETOPCITY,Bird Measurer (Assessment),31,728.0,309.0,194.0,16.0,31.0,1.0,27.0,1.0,20.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,161.0,33.0,17.0,160.0,32.0,17.0,3.0,117.0,60.0,0.0,38.0,171.0,0.0,26.0,2.0,0.0,0.0,286.0,0.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,10.0,10.0,27.0,63.0,35.0,34.0,35.0
5199,5709,8,42,CRYSTALCAVES,Cart Balancer (Assessment),124,2847.0,1620.0,681.0,51.0,124.0,6.0,124.0,4.0,92.0,4.0,5.0,5.0,9.0,4.0,5.0,9.0,3.0,5.0,688.0,103.0,95.0,674.0,100.0,92.0,22.0,619.0,129.0,26.0,141.0,870.0,26.0,177.0,36.0,1.0,0.0,907.0,0.0,2.0,4.0,30.0,10.0,0.0,7.0,7.0,17.0,17.0,133.0,139.0,196.0,49.0,164.0
1080,1051,1,0,TREETOPCITY,Mushroom Sorter (Assessment),28,589.0,309.0,167.0,15.0,28.0,1.0,26.0,1.0,20.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,112.0,31.0,17.0,111.0,30.0,17.0,3.0,117.0,60.0,0.0,24.0,145.0,0.0,14.0,2.0,0.0,0.0,279.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,63.0,35.0,34.0,35.0
3577,3978,4,4,MAGMAPEAK,Cauldron Filler (Assessment),90,1806.0,1190.0,543.0,38.0,90.0,4.0,100.0,3.0,73.0,3.0,3.0,3.0,7.0,3.0,4.0,5.0,2.0,2.0,504.0,70.0,76.0,493.0,68.0,73.0,15.0,387.0,103.0,5.0,106.0,488.0,26.0,55.0,22.0,1.0,0.0,704.0,0.0,1.0,2.0,24.0,8.0,0.0,7.0,7.0,15.0,15.0,74.0,99.0,196.0,49.0,125.0
194,449,1,0,MAGMAPEAK,Cauldron Filler (Assessment),9,81.0,54.0,54.0,5.0,9.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,5.0,9.0,3.0,4.0,1.0,8.0,0.0,0.0,1.0,12.0,6.0,2.0,1.0,0.0,0.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
332,314,1,0,TREETOPCITY,Mushroom Sorter (Assessment),13,229.0,63.0,31.0,9.0,13.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,6.0,38.0,1.0,6.0,1.0,59.0,0.0,20.0,9.0,79.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
787,656,1,0,TREETOPCITY,Bird Measurer (Assessment),22,390.0,317.0,67.0,13.0,22.0,0.0,19.0,3.0,15.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,163.0,8.0,21.0,159.0,6.0,21.0,3.0,77.0,0.0,20.0,22.0,107.0,0.0,18.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,48.0,0.0,0.0,0.0
101,76,1,0,CRYSTALCAVES,Cart Balancer (Assessment),6,0.0,84.0,13.0,4.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,2.0,16.0,1.0,3.0,11.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
1590,1304,4,15,TREETOPCITY,Bird Measurer (Assessment),43,508.0,743.0,318.0,21.0,43.0,4.0,34.0,5.0,26.0,3.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,164.0,48.0,32.0,156.0,48.0,32.0,8.0,155.0,0.0,0.0,44.0,199.0,4.0,33.0,5.0,1.0,0.0,509.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,74.0,104.0,54.0,73.0,13.0
414,409,1,0,MAGMAPEAK,Cauldron Filler (Assessment),5,55.0,305.0,54.0,0.0,5.0,1.0,14.0,1.0,12.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,38.0,5.0,13.0,36.0,5.0,13.0,3.0,27.0,0.0,0.0,1.0,24.0,4.0,4.0,5.0,1.0,0.0,193.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
2014,1602,6,37,CRYSTALCAVES,Cart Balancer (Assessment),57,729.0,906.0,352.0,27.0,57.0,5.0,51.0,6.0,42.0,3.0,7.0,6.0,4.0,1.0,3.0,6.0,3.0,3.0,221.0,51.0,40.0,211.0,51.0,40.0,9.0,198.0,13.0,0.0,50.0,234.0,4.0,33.0,5.0,1.0,0.0,626.0,0.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,1.0,1.0,74.0,124.0,54.0,73.0,27.0
636,572,2,2,TREETOPCITY,Mushroom Sorter (Assessment),13,152.0,376.0,104.0,4.0,13.0,1.0,20.0,2.0,15.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,52.0,7.0,19.0,49.0,7.0,19.0,4.0,59.0,0.0,0.0,10.0,54.0,4.0,6.0,5.0,1.0,0.0,274.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,54.0,0.0,0.0
948,856,4,15,CRYSTALCAVES,Chest Sorter (Assessment),30,182.0,560.0,190.0,16.0,30.0,2.0,26.0,2.0,19.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,67.0,39.0,24.0,62.0,39.0,24.0,6.0,89.0,0.0,0.0,21.0,119.0,4.0,30.0,5.0,1.0,0.0,316.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,54.0,73.0,13.0
310,361,1,0,CRYSTALCAVES,Cart Balancer (Assessment),13,176.0,0.0,127.0,7.0,13.0,3.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,7.0,41.0,1.0,7.0,0.0,32.0,14.0,0.0,2.0,60.0,0.0,5.0,9.0,0.0,0.0,58.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,72.0
236,266,1,0,MAGMAPEAK,Cauldron Filler (Assessment),10,176.0,0.0,55.0,5.0,10.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,6.0,39.0,0.0,6.0,0.0,20.0,14.0,0.0,2.0,35.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
1771,3361,5,39,TREETOPCITY,Mushroom Sorter (Assessment),18,589.0,1038.0,137.0,7.0,18.0,1.0,33.0,5.0,29.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,150.0,111.0,53.0,148.0,111.0,51.0,4.0,207.0,24.0,31.0,19.0,343.0,37.0,55.0,8.0,0.0,0.0,317.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0
883,1288,3,4,CRYSTALCAVES,Chest Sorter (Assessment),22,266.0,443.0,162.0,12.0,22.0,2.0,26.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,106.0,20.0,23.0,106.0,19.0,23.0,4.0,100.0,9.0,0.0,76.0,124.0,0.0,9.0,13.0,0.0,0.0,141.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,64.0
2877,3338,4,8,TREETOPCITY,Bird Measurer (Assessment),59,821.0,1639.0,386.0,31.0,59.0,5.0,92.0,4.0,82.0,2.0,10.0,9.0,4.0,2.0,2.0,11.0,2.0,9.0,281.0,86.0,71.0,279.0,85.0,71.0,12.0,317.0,25.0,27.0,107.0,356.0,11.0,41.0,35.0,3.0,0.0,700.0,0.0,3.0,2.0,39.0,12.0,3.0,5.0,5.0,4.0,4.0,89.0,46.0,74.0,98.0,79.0
3124,3604,4,8,CRYSTALCAVES,Cart Balancer (Assessment),67,978.0,1710.0,400.0,36.0,67.0,6.0,95.0,4.0,85.0,2.0,10.0,9.0,4.0,2.0,2.0,12.0,2.0,10.0,299.0,89.0,74.0,296.0,88.0,73.0,13.0,354.0,25.0,33.0,107.0,425.0,11.0,57.0,44.0,4.0,0.0,744.0,0.0,3.0,2.0,40.0,12.0,3.0,5.0,5.0,4.0,4.0,89.0,46.0,74.0,98.0,93.0
2215,2711,4,8,MAGMAPEAK,Cauldron Filler (Assessment),44,546.0,1395.0,251.0,23.0,44.0,4.0,84.0,1.0,76.0,1.0,10.0,9.0,3.0,1.0,2.0,11.0,2.0,9.0,206.0,72.0,63.0,205.0,71.0,63.0,10.0,261.0,25.0,3.0,81.0,253.0,11.0,22.0,32.0,3.0,0.0,518.0,0.0,3.0,2.0,33.0,0.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0,74.0,98.0,79.0
2553,3014,4,8,TREETOPCITY,Mushroom Sorter (Assessment),53,755.0,1473.0,297.0,28.0,53.0,5.0,88.0,4.0,79.0,2.0,10.0,9.0,3.0,1.0,2.0,11.0,2.0,9.0,238.0,74.0,69.0,236.0,73.0,69.0,11.0,307.0,25.0,27.0,90.0,325.0,11.0,28.0,35.0,3.0,0.0,594.0,0.0,3.0,2.0,34.0,0.0,3.0,5.0,5.0,4.0,4.0,0.0,46.0,74.0,98.0,79.0
232,185,7,27,MAGMAPEAK,Cauldron Filler (Assessment),29,144.0,10.0,53.0,25.0,29.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,3.0,36.0,4.0,3.0,1.0,12.0,21.0,0.0,4.0,38.0,0.0,4.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0
286,234,7,27,CRYSTALCAVES,Cart Balancer (Assessment),34,144.0,10.0,104.0,28.0,34.0,3.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,7.0,41.0,4.0,7.0,1.0,19.0,21.0,0.0,6.0,46.0,0.0,5.0,1.0,0.0,0.0,29.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,21.0
816,1172,4,17,TREETOPCITY,Mushroom Sorter (Assessment),21,597.0,103.0,106.0,9.0,21.0,3.0,18.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,116.0,6.0,11.0,117.0,6.0,11.0,1.0,95.0,24.0,6.0,25.0,142.0,0.0,13.0,15.0,7.0,0.0,142.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,44.0,26.0,19.0,17.0
552,835,2,13,CRYSTALCAVES,Cart Balancer (Assessment),12,400.0,103.0,43.0,5.0,12.0,2.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,69.0,4.0,7.0,70.0,4.0,7.0,1.0,55.0,24.0,0.0,8.0,99.0,0.0,13.0,14.0,7.0,0.0,110.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,26.0,0.0,17.0
1105,1474,4,17,CRYSTALCAVES,Chest Sorter (Assessment),29,698.0,103.0,291.0,12.0,29.0,4.0,22.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,165.0,13.0,13.0,164.0,13.0,13.0,1.0,108.0,24.0,6.0,49.0,195.0,0.0,25.0,16.0,7.0,0.0,189.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,0.0,5.0,5.0,125.0,47.0,26.0,63.0,30.0
26,32,1,0,MAGMAPEAK,Cauldron Filler (Assessment),1,0.0,0.0,26.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
1046,1399,4,17,TREETOPCITY,Bird Measurer (Assessment),25,698.0,103.0,234.0,10.0,25.0,3.0,20.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,160.0,10.0,12.0,159.0,10.0,12.0,1.0,106.0,24.0,6.0,42.0,185.0,0.0,24.0,16.0,7.0,0.0,180.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,5.0,5.0,125.0,47.0,26.0,19.0,17.0
580,961,1,0,MAGMAPEAK,Cauldron Filler (Assessment),10,221.0,302.0,55.0,2.0,10.0,1.0,34.0,0.0,32.0,0.0,7.0,6.0,2.0,2.0,0.0,6.0,0.0,5.0,87.0,2.0,26.0,85.0,2.0,26.0,4.0,70.0,9.0,0.0,8.0,61.0,10.0,8.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,55.0,0.0,0.0
